%time,field.layout.data_offset,field.data0
1749302465223023692,0,315
1749302465223026580,0,316
1749302465223029069,0,315
1749302465223031416,0,316
1749302465223037529,0,316
1749302465223044391,0,315
1749302465223061289,0,319
1749302465223068161,0,317
1749302465223072087,0,316
1749302465223077210,0,315
1749302465227151735,0,320
1749302465227164201,0,318
1749302465227168056,0,316
1749302465227171197,0,315
1749302465227179744,0,316
1749302465227185588,0,316
1749302465227206832,0,316
1749302465227214479,0,316
1749302465227220816,0,316
1749302465227225691,0,316
1749302465227230998,0,316
1749302465227238623,0,316
1749302465227248794,0,316
1749302465227253918,0,316
1749302465227259474,0,316
1749302465227263808,0,315
1749302465231144745,0,316
1749302465231164523,0,316
1749302465231182152,0,315
1749302465231193982,0,319
1749302465231202299,0,313
1749302465231209659,0,315
1749302465231212043,0,317
1749302465231215099,0,317
1749302465231218936,0,316
1749302465231222823,0,317
1749302465231225142,0,316
1749302465231230704,0,316
1749302465231238908,0,316
1749302465231254038,0,316
1749302465231263836,0,316
1749302465231283998,0,316
1749302465235360231,0,316
1749302465235368365,0,316
1749302465235372949,0,316
1749302465235380639,0,316
1749302465235386343,0,315
1749302465235406177,0,316
1749302465235420026,0,331
1749302465235425344,0,316
1749302465235427945,0,316
1749302465235434958,0,316
1749302465235441390,0,316
1749302465239360390,0,315
1749302465239363768,0,316
1749302465239365579,0,315
1749302465239373585,0,315
1749302465239419451,0,316
1749302465239425442,0,317
1749302465239431483,0,315
1749302465239437261,0,316
1749302465239443652,0,316
1749302465239447912,0,324
1749302465239461327,0,316
1749302465239475209,0,316
1749302465239482514,0,317
1749302465239486672,0,316
1749302465239490996,0,316
1749302465243463280,0,317
1749302465243472109,0,316
1749302465243476096,0,315
1749302465243479381,0,316
1749302465243481279,0,316
1749302465243505525,0,316
1749302465243510536,0,316
1749302465243519941,0,319
1749302465243526162,0,317
1749302465243536231,0,316
1749302465243539622,0,316
1749302465243557301,0,315
1749302465243565798,0,316
1749302465243570027,0,315
1749302465243574943,0,315
1749302465243591378,0,316
1749302465247578566,0,316
1749302465247587705,0,316
1749302465247592939,0,315
1749302465247597652,0,317
1749302465247601557,0,316
1749302465247617771,0,318
1749302465247627484,0,316
1749302465247645873,0,318
1749302465247652737,0,317
1749302465247656618,0,320
1749302465247660817,0,315
1749302465247665244,0,316
1749302465247671350,0,317
1749302465247674384,0,316
1749302465247687088,0,316
1749302465247698074,0,316
1749302465251698996,0,316
1749302465251707583,0,314
1749302465251712636,0,316
1749302465251720846,0,316
1749302465251727276,0,316
1749302465251731024,0,316
1749302465251741668,0,315
1749302465251746025,0,316
1749302465251779819,0,316
1749302465251785783,0,316
1749302465251788450,0,318
1749302465251792658,0,316
1749302465251799643,0,316
1749302465251809094,0,316
1749302465251815506,0,317
1749302465251822673,0,316
1749302465255805682,0,316
1749302465255812475,0,316
1749302465255831267,0,316
1749302465255834326,0,313
1749302465255837190,0,317
1749302465255852184,0,316
1749302465255856148,0,316
1749302465255876980,0,316
1749302465255886194,0,322
1749302465255888649,0,316
1749302465255890897,0,314
1749302465255899649,0,316
1749302465255906091,0,322
1749302465255915500,0,314
1749302465255921446,0,315
